n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment cudaFree_perc cudaFree_ms cudaMemcpy_perc cudaMemcpy_ms cudaMalloc_perc cudaMalloc_ms
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 160.269 64 64 64 4 sync,inplace,global_plan,OK,nstacks=8 0 0 11.62 17.63464 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 161.466 128 64 64 4 sync,inplace,global_plan,OK,nstacks=8 0 0 20.81 31.92298 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 238.258 128 128 64 4 sync,inplace,global_plan,OK,nstacks=8 0 0 28.8 66.02142 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 330.458 128 128 128 4 sync,inplace,global_plan,OK,nstacks=8 0 0 38.39 123.6564 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 565.815 256 128 128 4 sync,inplace,global_plan,OK,nstacks=8 0 0 46.93 261.5864 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 1022.16 256 256 128 4 sync,inplace,global_plan,OK,nstacks=8 0 0 52.94 536.6344 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 1933.07 256 256 256 4 sync,inplace,global_plan,OK,nstacks=8 0 0 55.91 1080.0 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 3957.32 512 256 256 4 sync,inplace,global_plan,OK,nstacks=8 0 0 57.09 2250.0 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 7820.97 512 512 256 4 sync,inplace,global_plan,OK,nstacks=8 0 0 60.2 4700.0 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 15703.4 512 512 512 4 sync,inplace,global_plan,OK,nstacks=8 0 0 61.69 9680.0 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 31060.2 1024 512 512 4 sync,inplace,global_plan,OK,nstacks=8 0 0 60.48 18800.0 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 126.519 64 64 64 4 async,inplace,global_plan,OK,nstacks=8 0 0 1.34 1.58337 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 165.823 128 64 64 4 async,inplace,global_plan,OK,nstacks=8 0 0 1.04 1.638608 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 210.715 128 128 64 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.93 1.882919 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 323.673 128 128 128 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.59 1.871743 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 554.697 256 128 128 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.37 2.042568 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 1016.32 256 256 128 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.2 2.054519 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 1972.92 256 256 256 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.11 2.163264 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 3984.2 512 256 256 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.05 1.905128 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 7912.11 512 512 256 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.03 2.10697 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 15726.2 512 512 512 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.01 1.855472 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 30875.2 1024 512 512 4 async,inplace,global_plan,OK,nstacks=8 0 0 0.01 2.175135 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 150.263 64 64 64 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 1.47 2.060937 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 139.143 128 64 64 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 1.24 1.626535 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 228.015 128 128 64 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.96 2.096009 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 302.207 128 128 128 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.63 1.844515 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 515.253 256 128 128 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.36 1.810497 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 945.254 256 256 128 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.2 1.865677 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 1828.17 256 256 256 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.1 1.827755 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 3691.79 512 256 256 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.05 1.838785 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 7100.69 512 512 256 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.03 1.815877 0 0
1 bench_gpu_many_nd_fft GeForce_GTX_TITAN_Black 10 14157.7 512 512 512 4 async2plans,inplace,global_plan,OK,nstacks=8 0 0 0.01 1.945281 0 0
