n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment cudaFree_perc cudaFree_ms cudaMemcpy_perc cudaMemcpy_ms cudaMalloc_perc cudaMalloc_ms
1 bench_gpu_nd_fft Tesla_M2090 10 131.984 64 64 64 4 incl_alloc,incl_tx,out-of-place,local_plan 2.12 2.441637 3.38 3.881398 5.68 6.525569
1 bench_gpu_nd_fft Tesla_M2090 10 136.897 128 64 64 4 incl_alloc,incl_tx,out-of-place,local_plan 2.08 2.491632 6.00 7.197193 5.52 6.616036
1 bench_gpu_nd_fft Tesla_M2090 10 147.457 128 128 64 4 incl_alloc,incl_tx,out-of-place,local_plan 1.90 2.470984 10.60 13.81757 5.04 6.571927
1 bench_gpu_nd_fft Tesla_M2090 10 167.445 128 128 128 4 incl_alloc,incl_tx,out-of-place,local_plan 1.67 2.510579 18.01 27.04814 4.41 6.626726
1 bench_gpu_nd_fft Tesla_M2090 10 210.8 256 128 128 4 incl_alloc,incl_tx,out-of-place,local_plan 1.35 2.606748 27.67 53.51803 3.52 6.815698
1 bench_gpu_nd_fft Tesla_M2090 10 295.912 256 256 128 4 incl_alloc,incl_tx,out-of-place,local_plan 1.01 2.827366 38.21 106.4591 2.57 7.154904
1 bench_gpu_nd_fft Tesla_M2090 10 463.163 256 256 256 4 incl_alloc,incl_tx,out-of-place,local_plan 0.72 3.191196 47.65 212.3011 1.73 7.703034
1 bench_gpu_nd_fft Tesla_M2090 10 824.06 512 256 256 4 incl_alloc,incl_tx,out-of-place,local_plan 0.49 3.938920 52.59 423.9949 1.11 8.935270
1 bench_gpu_nd_fft Tesla_M2090 10 1569.5 512 512 256 4 incl_alloc,incl_tx,out-of-place,local_plan 0.35 5.384794 54.62 847.3775 0.73 11.25405
1 bench_gpu_nd_fft Tesla_M2090 10 128.767 64 64 64 4 excl_alloc,incl_tx,out-of-place,local_plan 1.11 1.240398 3.46 3.883618 3.65 4.092691
1 bench_gpu_nd_fft Tesla_M2090 10 136.167 128 64 64 4 excl_alloc,incl_tx,out-of-place,local_plan 1.05 1.249075 6.02 7.191880 3.48 4.153240
1 bench_gpu_nd_fft Tesla_M2090 10 144.803 128 128 64 4 excl_alloc,incl_tx,out-of-place,local_plan 0.99 1.272473 10.79 13.80923 3.26 4.178844
1 bench_gpu_nd_fft Tesla_M2090 10 165.415 128 128 128 4 excl_alloc,incl_tx,out-of-place,local_plan 0.87 1.288032 18.20 27.05098 2.86 4.245434
1 bench_gpu_nd_fft Tesla_M2090 10 208.201 256 128 128 4 excl_alloc,incl_tx,out-of-place,local_plan 0.71 1.346470 28.04 53.53058 2.30 4.389641
1 bench_gpu_nd_fft Tesla_M2090 10 291.639 256 256 128 4 excl_alloc,incl_tx,out-of-place,local_plan 0.52 1.430166 38.81 106.4439 1.67 4.589271
1 bench_gpu_nd_fft Tesla_M2090 10 458.32 256 256 256 4 excl_alloc,incl_tx,out-of-place,local_plan 0.37 1.626507 48.12 212.3169 1.14 5.016545
1 bench_gpu_nd_fft Tesla_M2090 10 819.558 512 256 256 4 excl_alloc,incl_tx,out-of-place,local_plan 0.25 1.983433 52.88 424.0002 0.73 5.842594
1 bench_gpu_nd_fft Tesla_M2090 10 1563.99 512 512 256 4 excl_alloc,incl_tx,out-of-place,local_plan 0.18 2.738555 54.81 847.4267 0.48 7.470262
1 bench_gpu_nd_fft Tesla_M2090 10 120.627 64 64 64 4 excl_alloc,excl_tx,out-of-place,local_plan 1.20 1.250445 0 0 3.95 4.115960
1 bench_gpu_nd_fft Tesla_M2090 10 120.415 128 64 64 4 excl_alloc,excl_tx,out-of-place,local_plan 1.21 1.257982 0 0 3.98 4.132744
1 bench_gpu_nd_fft Tesla_M2090 10 123.651 128 128 64 4 excl_alloc,excl_tx,out-of-place,local_plan 1.18 1.259685 0 0 3.90 4.175026
1 bench_gpu_nd_fft Tesla_M2090 10 127.975 128 128 128 4 excl_alloc,excl_tx,out-of-place,local_plan 1.16 1.288835 0 0 3.81 4.242541
1 bench_gpu_nd_fft Tesla_M2090 10 134.454 256 128 128 4 excl_alloc,excl_tx,out-of-place,local_plan 1.12 1.324394 0 0 3.68 4.339513
1 bench_gpu_nd_fft Tesla_M2090 10 150.889 256 256 128 4 excl_alloc,excl_tx,out-of-place,local_plan 1.07 1.429543 0 0 3.38 4.523702
1 bench_gpu_nd_fft Tesla_M2090 10 181.687 256 256 256 4 excl_alloc,excl_tx,out-of-place,local_plan 0.98 1.617373 0 0 3.04 5.005396
1 bench_gpu_nd_fft Tesla_M2090 10 264.903 512 256 256 4 excl_alloc,excl_tx,out-of-place,local_plan 0.81 2.003272 0 0 2.35 5.831963
1 bench_gpu_nd_fft Tesla_M2090 10 459.422 512 512 256 4 excl_alloc,excl_tx,out-of-place,local_plan 0.62 2.755924 0 0 1.69 7.483281
1 bench_gpu_nd_fft Tesla_M2090 10 131.844 64 64 64 4 incl_alloc,incl_tx,inplace,local_plan 2.13 2.459372 3.38 3.889979 5.66 6.525491
1 bench_gpu_nd_fft Tesla_M2090 10 136.874 128 64 64 4 incl_alloc,incl_tx,inplace,local_plan 2.06 2.478171 6.00 7.204110 5.46 6.559316
1 bench_gpu_nd_fft Tesla_M2090 10 148.117 128 128 64 4 incl_alloc,incl_tx,inplace,local_plan 1.88 2.467680 10.54 13.83808 4.98 6.540647
1 bench_gpu_nd_fft Tesla_M2090 10 168.294 128 128 128 4 incl_alloc,incl_tx,inplace,local_plan 1.68 2.538175 17.87 27.06369 4.37 6.618762
1 bench_gpu_nd_fft Tesla_M2090 10 210.733 256 128 128 4 incl_alloc,incl_tx,inplace,local_plan 1.36 2.634847 27.63 53.53289 3.54 6.853122
1 bench_gpu_nd_fft Tesla_M2090 10 295.276 256 256 128 4 incl_alloc,incl_tx,inplace,local_plan 1.00 2.791899 38.29 106.4545 2.55 7.094640
1 bench_gpu_nd_fft Tesla_M2090 10 462.909 256 256 256 4 incl_alloc,incl_tx,inplace,local_plan 0.71 3.179413 47.65 212.3286 1.74 7.739316
1 bench_gpu_nd_fft Tesla_M2090 10 822.129 512 256 256 4 incl_alloc,incl_tx,inplace,local_plan 0.49 3.941599 52.68 423.9974 1.11 8.916876
1 bench_gpu_nd_fft Tesla_M2090 10 1569.72 512 512 256 4 incl_alloc,incl_tx,inplace,local_plan 0.35 5.463444 54.61 847.4290 0.73 11.36014
1 bench_gpu_nd_fft Tesla_M2090 10 129.014 64 64 64 4 excl_alloc,incl_tx,inplace,local_plan 1.10 1.233303 3.46 3.888296 3.65 4.095157
1 bench_gpu_nd_fft Tesla_M2090 10 134.275 128 64 64 4 excl_alloc,incl_tx,inplace,local_plan 1.06 1.237097 6.15 7.194158 3.55 4.159828
1 bench_gpu_nd_fft Tesla_M2090 10 144.609 128 128 64 4 excl_alloc,incl_tx,inplace,local_plan 0.99 1.258855 10.85 13.82157 3.26 4.152923
1 bench_gpu_nd_fft Tesla_M2090 10 165.101 128 128 128 4 excl_alloc,incl_tx,inplace,local_plan 0.88 1.293789 18.31 27.05730 2.89 4.278888
1 bench_gpu_nd_fft Tesla_M2090 10 208.151 256 128 128 4 excl_alloc,incl_tx,inplace,local_plan 0.70 1.330124 28.07 53.54426 2.28 4.352562
