n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment
1 bench_gpu_nd_fft Tesla_M2090 10 131.984 64 64 64 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 136.897 128 64 64 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 147.457 128 128 64 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 167.445 128 128 128 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 210.8 256 128 128 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 295.912 256 256 128 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 463.163 256 256 256 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 824.06 512 256 256 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 1569.5 512 512 256 4 incl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 128.767 64 64 64 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 136.167 128 64 64 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 144.803 128 128 64 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 165.415 128 128 128 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 208.201 256 128 128 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 291.639 256 256 128 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 458.32 256 256 256 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 819.558 512 256 256 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 1563.99 512 512 256 4 excl_alloc,incl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 120.627 64 64 64 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 120.415 128 64 64 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 123.651 128 128 64 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 127.975 128 128 128 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 134.454 256 128 128 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 150.889 256 256 128 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 181.687 256 256 256 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 264.903 512 256 256 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 459.422 512 512 256 4 excl_alloc,excl_tx,out-of-place,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 131.844 64 64 64 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 136.874 128 64 64 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 148.117 128 128 64 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 168.294 128 128 128 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 210.733 256 128 128 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 295.276 256 256 128 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 462.909 256 256 256 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 822.129 512 256 256 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 1569.72 512 512 256 4 incl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 129.014 64 64 64 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 134.275 128 64 64 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 144.609 128 128 64 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 165.101 128 128 128 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 208.151 256 128 128 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 292.5 256 256 128 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 458.589 256 256 256 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 819.608 512 256 256 4 excl_alloc,incl_tx,inplace,local_plan
1 bench_gpu_nd_fft Tesla_M2090 10 1564.26 512 512 256 4 excl_alloc,incl_tx,inplace,local_plan
