n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment
1 bench_cpu_many_nd_fft E5-26400 10 127.839 64 64 64 4 
1 bench_cpu_many_nd_fft E5-26400 10 259.765 128 64 64 4 
1 bench_cpu_many_nd_fft E5-26400 10 523.459 128 128 64 4 
1 bench_cpu_many_nd_fft E5-26400 10 1110.86 128 128 128 4 
1 bench_cpu_many_nd_fft E5-26400 10 2788.52 256 128 128 4 
1 bench_cpu_many_nd_fft E5-26400 10 5943.05 256 256 128 4 
1 bench_cpu_many_nd_fft E5-26400 10 12509.5 256 256 256 4 
1 bench_cpu_many_nd_fft E5-26400 10 27180.8 512 256 256 4 
1 bench_cpu_many_nd_fft E5-26400 10 53972.3 512 512 256 4 
1 bench_cpu_many_nd_fft E5-26400 10 110262 512 512 512 4 
1 bench_cpu_many_nd_fft E5-26400 10 226504 1024 512 512 4 
1 bench_cpu_many_nd_fft E5-26400 10 480018 1024 1024 512 4 
1 bench_cpu_many_nd_fft E5-26400 10 943438 1024 1024 1024 4 
n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment
12 bench_cpu_many_nd_fft E5-26400 10 15.5449 64 64 64 4 
12 bench_cpu_many_nd_fft E5-26400 10 27.6709 128 64 64 4 
12 bench_cpu_many_nd_fft E5-26400 10 56.715 128 128 64 4 
12 bench_cpu_many_nd_fft E5-26400 10 134.518 128 128 128 4 
12 bench_cpu_many_nd_fft E5-26400 10 340.37 256 128 128 4 
12 bench_cpu_many_nd_fft E5-26400 10 837.367 256 256 128 4 
12 bench_cpu_many_nd_fft E5-26400 10 1844.47 256 256 256 4 
12 bench_cpu_many_nd_fft E5-26400 10 2864.35 512 256 256 4 
12 bench_cpu_many_nd_fft E5-26400 10 5823.08 512 512 256 4 
12 bench_cpu_many_nd_fft E5-26400 10 12897 512 512 512 4 
12 bench_cpu_many_nd_fft E5-26400 10 26353.2 1024 512 512 4 
12 bench_cpu_many_nd_fft E5-26400 10 86948.3 1024 1024 512 4 
12 bench_cpu_many_nd_fft E5-26400 10 110861 1024 1024 1024 4 
