n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment cudaFree_perc cudaFree_ms cudaMemcpy_perc cudaMemcpy_ms cudaMalloc_perc cudaMalloc_ms
1 bench_gpu_nd_fft Tesla_M2090 10 130 64 64 64 4 incl_alloc,incl_tx,out-of-place 2.12 2.416664 3.40 3.885971 5.69 6.494442
1 bench_gpu_nd_fft Tesla_M2090 10 140 128 64 64 4 incl_alloc,incl_tx,out-of-place 2.19 2.621729 6.02 7.195963 5.50 6.574292
1 bench_gpu_nd_fft Tesla_M2090 10 140 128 128 64 4 incl_alloc,incl_tx,out-of-place 1.86 2.426771 10.61 13.82431 4.95 6.447506
1 bench_gpu_nd_fft Tesla_M2090 10 170 128 128 128 4 incl_alloc,incl_tx,out-of-place 1.58 2.501868 17.11 27.06796 4.15 6.574520
1 bench_gpu_nd_fft Tesla_M2090 10 210 256 128 128 4 incl_alloc,incl_tx,out-of-place 1.34 2.584725 27.83 53.56509 3.50 6.726492
1 bench_gpu_nd_fft Tesla_M2090 10 300 256 256 128 4 incl_alloc,incl_tx,out-of-place 1.00 2.784657 38.14 106.5176 2.51 7.018739
1 bench_gpu_nd_fft Tesla_M2090 10 460 256 256 256 4 incl_alloc,incl_tx,out-of-place 0.71 3.153863 47.77 212.3896 1.72 7.639744
1 bench_gpu_nd_fft Tesla_M2090 10 820 512 256 256 4 incl_alloc,incl_tx,out-of-place 0.48 3.893112 52.61 424.2208 1.09 8.795666
1 bench_gpu_nd_fft Tesla_M2090 10 1570 512 512 256 4 incl_alloc,incl_tx,out-of-place 0.35 5.471181 54.62 847.7883 0.73 11.25438
1 bench_gpu_nd_fft Tesla_M2090 10 130 64 64 64 4 excl_alloc,incl_tx,out-of-place 1.10 1.222311 3.50 3.879717 3.66 4.062533
1 bench_gpu_nd_fft Tesla_M2090 10 140 128 64 64 4 excl_alloc,incl_tx,out-of-place 1.06 1.238054 6.14 7.194842 3.50 4.100285
1 bench_gpu_nd_fft Tesla_M2090 10 140 128 128 64 4 excl_alloc,incl_tx,out-of-place 0.99 1.250510 10.92 13.81352 3.22 4.074165
1 bench_gpu_nd_fft Tesla_M2090 10 170 128 128 128 4 excl_alloc,incl_tx,out-of-place 0.86 1.280572 18.27 27.06421 2.86 4.238044
1 bench_gpu_nd_fft Tesla_M2090 10 210 256 128 128 4 excl_alloc,incl_tx,out-of-place 0.70 1.318702 28.26 53.55091 2.30 4.351970
1 bench_gpu_nd_fft Tesla_M2090 10 290 256 256 128 4 excl_alloc,incl_tx,out-of-place 0.51 1.396770 38.77 106.5127 1.64 4.505589
1 bench_gpu_nd_fft Tesla_M2090 10 460 256 256 256 4 excl_alloc,incl_tx,out-of-place 0.36 1.603991 48.06 212.3858 1.11 4.926869
1 bench_gpu_nd_fft Tesla_M2090 10 820 512 256 256 4 excl_alloc,incl_tx,out-of-place 0.26 2.108674 52.77 424.2273 0.76 6.075152
1 bench_gpu_nd_fft Tesla_M2090 10 1570 512 512 256 4 excl_alloc,incl_tx,out-of-place 0.18 2.727824 54.87 847.8340 0.48 7.439298
1 bench_gpu_nd_fft Tesla_M2090 10 120 64 64 64 4 excl_alloc,excl_tx,out-of-place 1.16 1.223164 0 0 3.84 4.061611
1 bench_gpu_nd_fft Tesla_M2090 10 130 128 64 64 4 excl_alloc,excl_tx,out-of-place 1.18 1.231785 0 0 3.89 4.070688
1 bench_gpu_nd_fft Tesla_M2090 10 120 128 128 64 4 excl_alloc,excl_tx,out-of-place 1.17 1.244125 0 0 3.87 4.109544
1 bench_gpu_nd_fft Tesla_M2090 10 130 128 128 128 4 excl_alloc,excl_tx,out-of-place 1.14 1.266688 0 0 3.80 4.209508
1 bench_gpu_nd_fft Tesla_M2090 10 130 256 128 128 4 excl_alloc,excl_tx,out-of-place 1.14 1.327622 0 0 3.69 4.306262
1 bench_gpu_nd_fft Tesla_M2090 10 150 256 256 128 4 excl_alloc,excl_tx,out-of-place 1.04 1.395964 0 0 3.33 4.449131
