gpu alloc tx type repeats total_time_ms shape data_in_mb exp_gmem_in_mb cudaFree_perc cudaFree_ms cudaMemcpy_perc cudaMemcpy_ms cudaMalloc_perc cudaMalloc_ms
Tesla_M2090 excl_alloc incl_tx inplace 10 420 256x256x256 64 128.5 0 0 50.11 212.4583 0 0
Tesla_M2090 excl_alloc incl_tx inplace 10 780 512x256x256 128 257 0 0 54.27 424.7940 0 0
Tesla_M2090 excl_alloc incl_tx inplace 10 1520 512x512x256 256 514 0 0 55.64 848.1256 0 0
Tesla_M2090 excl_alloc incl_tx inplace 10 2960 512x512x512 512 1026 0 0 57.31 1.70e+03 0 0
Tesla_M2090 excl_alloc incl_tx inplace 10 5810 1024x512x512 1024 2052 0 0 58.31 3.39e+03 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 90 64x64x64 1 2.03125 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 100 128x64x64 2 4.0625 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 90 128x128x64 4 8.125 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 100 128x128x128 8 16.125 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 110 256x128x128 16 32.25 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 110 256x256x128 32 64.5 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 150 256x256x256 64 128.5 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 230 512x256x256 128 257 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 430 512x512x256 256 514 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 760 512x512x512 512 1026 0 0 0 0 0 0
Tesla_M2090 excl_alloc excl_tx inplace 10 1400 1024x512x512 1024 2052 0 0 0 0 0 0
